latitude,longitude
-84.0756,69.4701
88.8762,-142.0814
42.3488,-179.2096
17.4419,131.6374
-41.0339,-48.9749
-1.3737,12.0261
65.9328,120.3479
-2.6584,116.3135
-58.9905,-35.0558
57.2126,-172.7479
-23.2146,-111.2026
-59.7076,117.7212
20.8192,-89.7297
62.4616,98.6521
65.7445,91.0106
34.3303,-28.8155
18.7857,-169.112
-75.5613,-92.8428
-68.0579,155.3797
19.4267,102.8089
74.391,165.9891
-60.7552,-179.5891
27.5821,-28.0506
-37.0183,48.5965
-16.9345,-119.5299
10.8432,-131.4078
-88.3457,87.533
74.7943,100.0165
-12.2354,-56.8874
31.1741,121.3028
-81.2612,-3.4358
39.7622,-136.2901
-85.8618,-4.4219
-5.2904,-28.3216
71.9714,78.1744
-3.6841,-14.3121
11.6667,-119.4413
-45.6881,99.7674
29.0579,-22.079
-3.4625,98.3152
27.8295,59.7396
56.3582,118.4408
32.3823,-59.7164
58.0596,131.5951
-86.6102,158.5536
7.2031,52.5522
-82.0596,28.1405
16.5703,133.7002
-24.0907,168.7047
-27.2931,22.9432
-10.9746,-115.1554
66.8181,-55.6996
-12.1893,94.3114
-56.708,69.6522
60.7042,169.0306
69.4608,-146.974
34.9602,-152.3355
37.507,-65.9208
1.2148,-178.6775
54.044,-170.0603
-53.5577,-153.2853
45.2411,64.9054
2.1193,96.8634
16.6064,-148.3198
-10.1102,-126.8296
-66.653,109.3349
-46.384,147.9247
-43.9563,-65.0888
31.6984,-113.8512
-26.8108,176.907
-27.227,55.2976
71.613,102.6815
8.8311,71.6204
-58.6418,-65.802
63.4602,92.2138
37.4236,178.1269
-61.0814,-91.8223
-82.8996,46.784
-71.6347,33.5314
-25.3969,130.4463
49.3097,111.3833
-61.416,-9.9487
-86.9409,115.7612
54.2956,161.6685
-83.1718,-130.3151
-33.5496,141.6678
77.5465,174.3787
-46.4979,130.1147
23.9654,155.4987
-10.2965,-28.2802
-55.9932,64.2283
14.1835,-177.3479
5.0231,40.5133
-39.9892,115.6921
-15.1732,68.9428
-10.6481,-32.6515
16.4581,21.4147
4.0202,-4.6805
-53.3236,-21.2173
-85.4894,-95.0939
-28.2524,23.4794
-41.6463,-71.2057
45.9903,-40.6817
80.2901,52.5516
47.0941,64.1337
-78.1356,-119.3597
-32.1936,-104.46
34.9766,6.4153
15.834,75.727
76.496,140.9403
59.1355,-164.2585
49.0494,-15.737
-19.791,-80.9583
-50.4151,-35.9898
71.9839,-55.7359
-46.7576,-46.7748
-73.7609,-2.3641
-43.8134,14.1441
-9.251,-62.6897
12.0449,-83.187
10.2272,59.2732
53.4595,-86.7429
-25.2959,142.7814
50.6791,-164.4773
-71.2767,-118.6878
-53.7991,170.585
22.8718,165.6323
81.0456,100.0965
-20.9566,87.1968
-18.2944,-80.7735
-55.87,-119.2267
-44.3472,5.1343
75.0524,42.6793
76.4166,134.5407
79.0195,23.6228
-24.3808,94.1024
-60.4638,146.2958
-61.2755,71.0969
-57.2222,-112.4916
-81.4753,35.6041
61.9203,152.0307
66.1142,-63.2177
-32.0573,-0.0798
-74.8279,43.0835
-28.855,34.4313
40.843,56.9503
89.2702,25.7041
61.7829,-6.2346
11.6757,-23.3136
-57.9726,55.3519
24.0675,132.6166
40.7002,105.6903
19.1834,81.417
-74.9645,-109.3089
53.6069,-88.4165
-36.8058,-142.2275
52.4209,-34.2935
-89.1086,5.2256
-21.5174,48.8764
-39.7298,-53.6878
-50.3364,110.9318
0.7576,-161.9787
67.683,161.8048
-22.6855,-50.1552
79.4914,-108.145
-12.8991,51.3238
38.5678,-101.5232
-0.3196,-95.2774
69.7843,48.1667
38.6348,-80.7082
83.0255,-116.1606
86.0687,-147.1178
-75.7705,-7.8835
40.6435,134.1777
30.8913,87.2914
-27.4889,5.2974
-11.3858,114.0671
-48.9054,-103.3499
-10.1688,-13.6383
-68.131,113.8892
29.2911,145.1842
31.876,64.7032
-52.0353,-152.0914
-35.4665,59.4483
41.8594,-3.6804
58.7815,30.3957
-23.2513,10.9466
63.6409,-80.232
2.3764,39.9209
-71.6228,62.1099
-28.5372,-72.162
85.8581,-101.1788
37.1891,30.4942
-13.6415,-77.387
-77.8547,75.504
-4.2483,74.4157
-7.6645,-132.959
-21.0411,125.3984
-25.1786,-171.28
89.6009,20.9313
52.3888,-44.7083
-10.8306,-69.9958
-5.6929,-79.0753
56.8887,110.8418
71.6664,105.8596
87.77,-51.6971
54.0672,-129.774
38.974,-164.8313
-48.0208,-43.9628
18.9197,14.2208
4.4948,47.5576
77.9331,-14.1957
-77.4047,-176.7881
73.7166,-20.1354
54.7317,-63.2286
31.9949,-73.2175
25.7755,-172.4651
16.1941,169.1999
-50.1323,-8.8317
-83.5728,124.0223
-43.7939,-95.3492
78.1078,127.252
11.1773,68.841
62.9573,-114.9585
58.7987,133.0909
-33.2845,-73.8678
-74.0544,-67.8114
-40.2947,90.687
-49.7558,155.0934
-28.3597,-13.1
-42.3087,72.112
-41.3649,-58.8191
-27.3398,-128.3602
17.043,-137.2344
-83.6279,-61.3798
-52.0727,-128.9378
24.4969,120.6522
-39.0062,53.1749
24.8991,58.4496
53.3052,111.7373
74.0624,-151.6288
48.2537,-143.2673
-70.0334,142.7904
64.5573,151.4922
18.126,-0.7967
-83.5607,-173.2618
89.7771,134.5562
43.1184,89.1499
45.4127,-55.9528
3.7894,-52.5276
51.4651,-109.7379
25.9244,61.246
88.9846,80.2819
70.61,-27.5832
-54.6371,62.3812
-59.8774,-155.9996
-20.6244,-2.2058
-62.0565,-40.01
-1.0321,-157.2724
-60.5849,16.4846
-66.9777,114.5699
57.2378,-132.6566
49.5563,-179.2183
-47.3933,-40.9717
-28.2541,143.6955
48.6297,-84.9441
66.2189,-91.4324
21.3198,-71.085
76.9419,124.7305
64.6484,35.3028
83.2437,133.6412
88.9662,-165.131
88.6218,-18.3304
44.041,-113.6599
-39.7674,70.4237
61.5994,177.7313
10.6151,-15.6038
70.2879,178.7097
-32.7051,-62.3887
0.8107,-103.023
-54.0602,-105.7074
74.9479,-104.2672
17.7677,-67.0757
-3.8371,2.9132
-14.7054,54.7767
-73.582,-48.2951
-47.1516,-114.6741
-81.6339,147.4733
-89.8168,-93.7797
-57.0949,98.4164
-49.1633,-56.0295
64.8404,-112.6124
-9.03,85.2785
1.2951,171.8778
-44.8055,176.9542
75.4245,70.4428
-24.8139,-26.1473
-40.3773,-11.7388
29.0534,-113.7221
-19.4019,15.1323
-29.9178,-95.6716
81.623,-134.1963
-29.0474,32.7636
82.0364,121.6709
-71.5866,-137.3819
-59.9938,-90.2597
-87.0218,-53.6706
-15.188,62.8423
-50.295,173.5469
-70.3041,173.8756
-81.7651,48.899
43.9542,22.288
13.2061,-132.2988
-82.2493,150.2414
85.7315,19.3458
-0.7035,168.1028
79.3856,129.7608
25.6068,-94.085
17.9601,140.7559
-41.0234,-2.5308
86.57,118.1303
11.4866,47.7214
-82.7063,71.5521
-53.7864,-149.7019
-49.5328,-14.3534
37.0998,86.4766
54.7392,-133.9769
60.9682,-168.6147
-53.1338,96.8061
-88.399,155.5385
48.3772,-63.6179
45.2893,-5.0878
8.1261,-56.8961
-55.3704,-8.9676
45.0494,-51.7024
-74.5388,9.9129
-89.823,-8.0526
-51.994,-104.6634
-80.0232,115.2507
17.1282,-77.5146
-89.2484,-140.3414
73.0935,-20.1775
-30.7605,48.2825
60.6723,158.1755
15.7887,-12.0139
27.2907,-176.5002
-78.115,126.2125
-2.0562,5.8535
31.4347,155.8539
26.8355,-116.2462
-30.6814,167.0617
-74.7202,-103.5407
13.6099,143.2303
76.3493,90.2863
62.802,-112.7295
-73.2771,114.0809
20.6874,-57.0762
-32.9099,-112.3598
-77.1115,105.5211
60.8454,-68.8387
-12.9374,168.889
19.5491,98.4471
-18.6522,14.1603
7.311,-152.6157
1.7554,-164.5698
-82.0036,177.6242
69.2354,147.6837
-74.6577,122.4425
72.9889,82.4882
-61.5681,39.6736
-29.5661,126.231
73.2729,-75.4942
-63.5041,104.0101
69.8669,139.9103
-12.8838,51.9032
35.8632,172.0879
71.5339,-8.9045
83.716,53.8311
-2.972,-162.8139
69.9408,-132.1208
-62.439,-174.6609
80.9971,-3.4855
-76.2317,-54.6422
17.3105,-30.4117
-75.0316,-154.8156
80.3629,119.4798
-62.4409,-112.7344
24.1836,-39.8707
-74.4012,102.6803
-24.0226,-134.2734
10.2676,-16.5499
-62.2776,100.5226
17.2828,-169.3197
-43.1494,148.9405
-84.6594,97.9686
-86.5331,-4.2106
-50.0976,72.38
23.7359,74.446
43.4103,17.6997
29.3759,-98.7156
50.0756,135.3607
-4.2026,96.502
2.6698,166.7383
-76.4981,-159.8057
-84.3506,-69.2819
-59.664,133.9852
76.9792,-172.9638
-37.0559,-40.2002
64.2339,172.9716
-68.3001,109.7214
-82.5452,-43.7791
-66.2936,-9.7306
-44.8496,-168.1232
-45.6075,88.8553
35.6684,-32.0373
-85.0535,-131.8584
85.556,88.591
19.3579,-67.8581
48.7813,89.5656
-5.1017,92.7839
-32.4653,-111.2014
-52.6777,165.657
-61.0656,-117.1768
-50.2751,31.2068
42.5092,-152.1934
-39.1044,-96.978
63.1679,97.9176
74.7864,106.2574
-66.9538,-27.8346
-76.0934,-69.2516
-84.2811,48.6021
78.879,-57.1477
45.0909,-159.4677
3.8982,122.3655
45.31,-85.626
-47.1247,-154.1026
70.4637,-13.2607
-28.6661,33.0596
12.5621,-30.9257
84.6829,70.6095
11.0531,28.6732
-41.8906,149.7766
-83.681,-158.226
-70.4012,25.1141
79.3912,69.9227
4.2846,42.1024
-86.4599,83.1096
72.4548,-24.0923
-5.3604,127.2254
25.4448,-93.4627
-52.3576,70.0243
-27.4742,2.3322
36.6707,-178.3392
12.7007,-166.9531
11.7474,-166.3796
68.643,143.85
-49.7347,-4.8537
21.7541,130.9008
-70.4589,-95.0451
43.6736,54.4934
9.7232,-10.5291
61.8824,62.0669
57.0652,16.5781
-71.3011,-23.5299
48.6688,150.0129
-15.9195,32.48
71.1614,75.6531
63.4743,-161.4079
-29.6446,72.1099
67.0676,8.9835
-56.4885,-84.0345
-33.5817,121.1238
-60.6891,-13.8091
-62.0749,-143.0502
-39.4139,71.3207
-59.0924,-113.7506
34.6109,85.0094
83.8686,100.9621
29.1263,-122.095
-17.1949,57.6144
-1.0835,-154.2486
12.7936,87.7687
-52.9616,-176.9605
7.6919,-166.6235
4.5953,-139.3931
37.7203,25.4503
-35.3117,93.8048
-31.6756,145.4161
55.8941,-160.9835
25.0297,-121.703
68.9265,106.915
71.5583,133.7213
43.1961,-142.7376
31.3286,-6.9293
-87.6033,-136.754
26.5797,124.0162
77.6888,144.2132
14.4157,60.1144
-25.0543,119.9378
-41.4168,-40.1499
-13.55,-107.9231
76.3244,-63.5493
20.7853,171.992
-46.4745,-170.5771
-82.7827,-101.973
10.843,-91.8114
89.3806,19.5804
21.5132,-171.842
-55.5787,69.5473
54.3352,94.8876
-25.3954,107.9615
0.5169,30.4207
-28.2306,-75.1321
41.9331,-84.6449
-38.2662,-160.1281
-38.7536,114.606
-47.7235,-93.7579
47.3858,-54.955
-23.9892,12.9712
32.9695,-129.9798
88.8971,-154.0288
-79.2872,43.3881
49.1491,137.2357
-73.9121,139.0947
-64.6143,-150.7344
89.6752,40.6764
-19.9328,-174.8819
-63.5602,141.2349
-25.5977,-79.8968
55.1857,172.5744
67.3289,-161.5369
63.9714,113.9131
-89.0483,115.1294
25.576,59.0897
55.1466,-62.6125
-87.462,101.6027
44.8467,164.9381
87.5569,58.6496
76.3612,-71.3447
-56.8393,-127.7004
43.5319,174.7049
74.6819,-171.5257
64.9616,-7.045
28.4796,129.2099
-66.8919,-122.2087
45.7807,118.9138
61.438,-143.3836
85.3516,50.3259
27.3929,22.5611
67.7438,-66.5898
-63.5954,106.5484
85.0631,-59.3684
7.04,-134.7645
81.6118,143.2837
-29.9209,-62.1538
-41.566,6.5427
76.4683,170.3078
-48.3895,144.1395
-10.9288,7.7598
-51.7912,47.7128
-19.1201,31.1355
7.3443,30.7553
54.8776,121.8841
22.9827,123.996
-58.5343,9.3813
8.2869,-44.6588
-60.7901,-16.1578
37.9367,-165.4525
-53.2459,-11.0021
-40.1032,122.2139
-18.5828,115.9309
42.1715,45.9233
-87.2055,110.2063
1.7244,149.9237
70.5668,-22.5501
52.207,-18.8064
6.2191,-179.9701
13.7074,-110.9509
-24.6473,-35.603
81.4603,-87.1512
51.0417,-163.2207
73.6369,-118.1389
43.2947,122.0593
-17.8262,-162.6473
-53.3299,58.3444
-61.6007,116.7003
40.9742,171.6353
-11.5392,41.6949
23.6433,77.4744
42.3815,-137.7474
-64.3137,124.2377
-19.4659,-119.6005
-22.3691,31.4269
-61.5217,97.0683
54.7346,-54.2036
-53.5607,-56.9603
12.6386,125.6298
71.9394,48.786
-74.8723,93.8869
-89.2921,169.3062
43.5762,70.6736
-88.917,-45.119
-53.9152,63.362
40.1859,135.3462
48.1181,-146.7068
38.8179,76.4021
-40.2812,64.466
-71.004,51.0281
-87.5833,-71.6245
-64.785,76.9476
23.7998,49.7399
56.5543,54.2242
1.2763,26.8999
44.1743,-17.1494
-43.2164,160.2051
-3.3626,93.1155
70.7126,-19.6282
-66.3463,-176.0442
-6.5312,82.7491
-80.9105,-43.1143
29.5922,166.0116
-26.2505,155.226
63.2801,-136.6046
-41.93,-40.6433
-89.0927,108.9846
-55.4894,-110.3319
-2.1325,-37.4405
4.4665,-156.6874
75.0934,-120.6612
-22.7181,-84.2257
-73.7477,-160.8601
-1.1503,161.2542
-35.8743,-39.599
68.9429,-65.7633
-13.5633,9.8229
-72.721,65.7589
34.0568,-17.3005
-21.7127,19.4067
-25.7087,-160.6466
-82.3414,-177.7258
-34.2061,-28.4543
-37.1494,63.0475
-22.7683,-72.125
59.2028,-91.1896
-60.4633,166.9613
-78.6002,-103.7693
-51.6861,-23.8373
-69.666,126.2197
82.4815,175.0123
44.8834,-100.8188
24.4501,81.249
58.1065,105.4415
-25.5508,-11.5712
87.7605,-52.3193
-72.5914,-18.7758
-45.8381,-12.1521
-54.9586,97.7498
-74.0373,-56.0488
89.8735,120.8231
-65.7929,-17.0755
24.4484,-49.1175
13.7868,-62.9349
-18.2874,-110.4144
15.3666,146.0994
47.0376,2.2547
-39.1173,52.8457
77.0183,-40.6896
-8.9415,-103.3597
-6.2263,-177.3444
57.9663,53.9562
13.1891,-64.7606
45.314,-10.7372
-23.704,176.8467
59.2457,169.7116
31.8664,97.9558
43.686,-176.6979
64.9272,-133.4104
3.007,-29.3904
31.4894,-165.2196
-16.1496,144.717
1.4654,-38.9643
-6.3801,-60.9282
-72.5625,-3.3796
2.5873,122.4285
29.4566,0.4548
51.4556,-69.1139
2.8787,55.0406
80.3936,76.4835
4.4493,-138.6653
-8.64,-83.3614
21.8517,49.9882
71.3177,-105.8228
72.4389,-49.9321
37.1575,139.0802
14.31,58.1706
15.8045,-77.2201
-11.8915,-150.1764
52.4602,163.6121
-64.4659,64.2491
67.4096,-21.1125
-7.6827,-94.5836
-33.8455,86.7647
70.8681,53.1038
6.6043,-138.7581
-65.8838,-2.9017
-15.4399,119.8998
-18.3792,65.0878
34.0747,-161.8086
42.3653,-34.3701
-23.7554,169.7708
45.9701,72.4302
1.612,-96.7446
42.8171,82.4843
26.6899,85.0181
-9.0592,-63.7702
-72.2144,56.216
-58.3404,-119.7454
-79.6222,-172.8249
46.5253,-35.3948
-30.7404,93.6904
-54.5952,-169.6642
-52.2017,-97.6237
18.7545,20.5525
-53.9545,-14.2887
60.3433,-5.9196
-24.5087,-55.5743
-71.7951,-146.549
-43.5432,-169.8209
-0.396,139.2348
-37.3998,-138.2714
42.3015,-120.3374
-46.0471,117.7136
32.3679,93.7143
58.5462,-127.2869
69.8465,-4.9797
67.9026,56.6721
-21.9591,-126.9205
-11.4419,-64.4407
10.1482,-48.1722
19.4717,70.7691
-69.5771,47.1052
-7.1275,-56.4515
32.9914,-145.0033
-27.8565,98.0351
-38.624,159.0958
-13.8217,-162.6737
78.6711,120
-19.3445,169.6645
17.9869,57.1078
-78.5134,102.9694
-7.6249,9.1753
-36.5638,-27.8765
75.7913,-58.4185
20.9876,-139.2841
58.5334,-51.4468
62.9135,146.0355
-4.8085,44.8446
76.3829,-92.2501
-84.2347,-111.403
-15.1482,5.7035
4.0135,6.0469
-45.5332,-143.3705
77.373,-72.7897
-79.3256,-56.7825
-15.6024,43.4162
49.322,-96.6021
45.2666,106.5721
-66.505,-88.0096
-35.9084,-75.8974
42.4581,-112.7755
-5.7428,134.755
33.1048,-27.1137
-32.8923,17.5768
27.9659,104.5652
30.5843,-148.0262
-30.5641,-80.3749
-45.0285,-168.438
-79.5613,-68.0191
-57.4233,61.3157
-4.0193,-88.2632
18.6152,-14.8766
-73.5124,65.0939
40.1508,105.5292
-43.443,118.4191
61.3618,-101.5266
-64.5901,-165.0185
87.8496,52.3059
-21.8487,-15.2993
-50.8311,-27.077
-57.904,-63.6688
61.1309,161.9901
-24.7634,-20.8837
-64.4499,-66.4623
-38.6495,179.1063
-69.4684,-158.9311
-89.9861,165.5772
78.7871,126.7787
-21.5152,-9.1216
84.3775,-98.1953
-21.4833,74.4768
47.0276,-67.0669
-87.4526,-77.7143
-72.4869,80.0879
45.3431,139.328
-56.6986,64.0224
-20.6462,28.3023
-67.2926,90.4183
36.3994,-155.731
68.0196,129.3808
19.7946,-158.7678
1.8025,-147.2351
-34.4662,87.6496
-67.5584,103.0913
-17.4914,-120.8978
28.9277,-110.218
-61.4715,59.2368
6.1809,-17.9855
-35.3972,45.6664
47.9668,-129.9647
77.9346,-2.3381
-35.687,-144.2758
36.8914,34.4647
67.8876,-108.762
-4.154,129.5262
-86.4588,-5.2623
-30.7458,-25.9649
-60.1062,-129.7971
-6.3111,-67.304
9.4109,-89.145
55.9278,-20.8199
6.2883,-125.7811
-47.6442,3.6193
-59.4624,112.3168
-67.8494,148.0915
17.1005,107.7214
-47.6086,-164.0463
76.6086,34.3504
-51.719,-166.6486
51.601,-146.5195
-54.2594,-19.7592
-22.1929,-42.7992
-64.4148,-136.1455
-19.2362,129.2216
-88.6009,51.7907
26.19,-36.1563
-31.8745,113.6592
-21.4963,-152.8845
50.9184,120.9859
15.4346,74.964
27.8865,118.971
-52.5002,92.0492
-63.9857,-102.2994
3.0381,-41.2183
15.4488,144.7565
18.0885,133.8853
-88.6242,155.8853
-25.758,-63.163
53.2826,35.0969
40.9561,57.9048
59.4915,17.2037
-69.5032,144.1415
27.2455,-56.6078
-53.7844,-4.2831
-43.8446,-150.7349
-84.9207,43.7781
-53.0791,152.4872
19.0183,-138.7562
64.1251,-82.0049
-44.9018,165.8891
62.1099,88.9072
20.579,-3.1828
19.9413,-5.3823
-74.4108,153.5938
-18.5339,-80.0179
-54.8384,37.2908
-66.0119,-99.7142
-59.8666,-167.311
-40.3944,-47.3519
57.3668,144.7683
23.0754,74.8278
-88.561,159.9929
-12.2408,171.1314
-86.0849,-49.1273
-69.2069,-147.3111
67.8611,156.4285
6.9814,-117.476
-27.4897,82.3863
-75.3494,44.0906
83.0313,-132.695
-48.9108,-167.7136
-50.0553,-100.8918
64.813,-112.2919
56.6149,128.3007
-51.997,22.7982
80.3359,-128.4489
85.5301,-178.4725
16.2609,-39.3102
24.9476,-84.0345
10.9358,71.5264
-70.3981,-52.5328
48.9814,29.8084
-49.6502,41.6179
-33.4831,91.9931
65.2138,-61.9953
-68.0974,168.1044
-21.9586,113.1177
17.4261,-68.7803
80.7776,178.0492
73.7962,101.0188
-84.3269,172.399
-19.6091,28.025
-30.2298,54.7179
-74.1573,132.0987
-20.0502,-5.623
86.9674,-173.3086
5.7163,-31.9135
-3.3533,-99.5466
56.2268,63.037
65.0914,79.724
-5.0932,-76.318
62.4647,20.9503
-66.9241,-167.3844
50.8886,121.4197
77.9029,66.3046
-20.5471,-106.9492
82.323,-22.645
87.6832,-44.1105
-38.1036,142.7441
67.8529,-105.8853
6.9035,-40.9111
67.8797,-139.0016
-38.3521,-137.3713
-6.1318,-157.8999
29.9032,-102.569
5.802,-115.8345
-76.7959,53.8362
24.7312,-7.8489
-12.4632,24.8857
10.6155,21.2172
-27.1224,-174.8256
28.6155,-33.1099
-17.9251,-9.9425
4.0994,68.9636
-84.4416,4.7836
49.8306,51.1027
37.6779,92.8393
16.636,95.3805
35.3386,136.3316
72.2294,148.1133
45.9059,46.6411
-15.6976,-9.7647
19.4037,20.0856
-79.0016,132.9757
-54.1139,-63.3988
55.7491,136.3014
-73.6286,116.7008
75.9887,-41.5171
-7.7342,-123.1266
-51.3596,149.2245
55.752,177.613
57.7184,-66.7117
-75.5214,-63.6053
-45.7743,44.2563
-81.1797,17.082
-48.0995,153.6129
49.4974,46.91
-61.5645,120.6429
-56.4682,-137.0701
7.1813,162.8663
82.1043,-26.5147
-2.177,-161.7333
88.0994,-20.4534
84.4154,169.0089
37.3605,124.4229
58.7771,-87.4373
-59.3608,120.1024
-43.6815,111.0384
-36.1695,90.3798
-39.2239,20.7943
-4.7894,15.6308
-23.8275,-135.0688
81.5229,142.0615
-9.2615,-40.0372
-11.0297,130.8362
-16.5937,-153.4353
-56.6299,162.1721
-24.7986,-172.3344
-21.2876,1.059
39.2311,-91.3519
77.3755,-159.366
-1.9101,-21.9803
-82.6914,91.1573
-35.5118,-57.6525
-24.1512,-90.401
-3.2422,98.1112
-31.5316,168.6041
-36.8513,142.914
40.8189,170.0763
41.49,30.6194
71.9619,-178.2675
9.3927,130.9493
20.9738,-150.0114
-42.1241,78.5135
27.8277,-98.3126
-29.1991,111.5666
69.6819,-4.4715
3.4218,-121.5136
-76.2898,170.5308
33.7552,-81.567
-35.9544,-66.1656
39.9316,11.9803
-86.034,-167.3845
28.61,153.192
-69.0013,-117.4167
-6.289,-92.7535
12.928,-5.2727
-39.1806,141.6091
14.8911,-23.5574
75.5956,-9.6003
-49.7078,-118.5358
-53.2758,131.6346
77.7109,99.5473
21.7669,106.671
-72.7399,-66.0317
-58.6859,-16.5247
-75.3343,106.9462
-75.9757,65.2186
-50.4928,-63.7491
-53.1101,84.28
67.2788,-177.8586
-57.3544,18.7215
6.6693,-68.8875
6.9397,83.6388
-54.5335,-176.2641
-14.5499,173.2663
-77.3466,-89.8061
13.2106,5.0106
-21.123,-147.3989
-13.4113,45.6742
31.5759,-34.8548
-71.3436,-53.424
86.631,178.4268
-45.3791,47.9806
25.7942,-116.3374
-85.9742,-93.1669
15.7282,70.8181
65.3084,167.0432
28.8713,-13.3147
-89.6188,145.3411
-28.7263,101.5708
50.3261,-136.3664
-71.9889,-165.463
